"Expediente","Número resolución","Fecha Publicación","Alcance Gaceta","Gaceta","Producto","Tipo de Cambio","Precio Referencia Internacional","Precio Referencia Internacional en colones","Costo adquisión dólar por barril","Costo adquisión en colones por litro","Otros Ingresos Prorrateados","Asignación Subsidio Pescadores","Asignación subsidio Política Sectorial","Asignación subsidio Políticas del Gobierno","Subsidio Pescadores","Subsidio Política Sectorial","Subsidio cruzado políticas de gobierno","Diferencial de precios","Liquidación extraordinaria","Impuesto Único","Canon","Margen de operación de Recope","Rendimiento sobre Base Tarifaria","Liquidación Ordinaria","Precio en terminal sin impuesto","Ley 9840","Precio en terminal con impuesto","Margen comercializador","Precio final sin punto fijo (Peddlers)","Margen Estaciones Terrestres","Margen Estaciones Aéreas","Flete estaciones de servicio","Margen Envasador","Precio estaciones de servicio sin IVA","IVA de Transportista","Precio final en estaciones de servicio
","Margen Distribuidor y Agencias","Margen Detallista","Precio gas por litro en detallistas
","Precio Terminal sin impuesto ni subsidio Sectorial","Rige","Límite Inferior Banda","Límite Superior Banda","Densidad de referencia expresado en kgs","Precio en terminal con impuesto masa","Precio final sin punto fijo masa (Peddlers)","Margen de comercializador masa","ID SIET","Observaciones"
"ET-024-2019","RE-0048-IE-2019","18-07-2019","165","135","Gasolina RON 91","590.15455","71.76445","266.38731","","","-0.04978","0.15922","8.55404","","","","","10.39292","","246.25","0.15951","35.89161","11.17091","","332.66575","","578.91575","","582.66175","48.3128","","9.6405","","","","637","","","","","True","","","","","","","",""
"ET-024-2019","RE-0048-IE-2019","18-07-2019","165","135","Gasolina RON 91 pescadores","590.15455","71.76445","266.38731","","","","","","","-26.66871","","","","","","","35.89161","","","275.61021","","275.61021","","","","","","","","","","","","","","True","","","","","","","",""
"ET-024-2019","RE-0048-IE-2019","18-07-2019","165","135","Diésel para uso automotriz de 50 ppm de azufre","590.15455","74.79341","277.63069","","","-0.04978","0.17212","8.55404","","","","","-9.98261","","145.5","0.15951","36.07978","11.64117","","324.20493","","469.70493","","473.45093","48.3128","","9.6405","","","","528","","","","","True","","","","","","","",""
"ET-024-2019","RE-0048-IE-2019","18-07-2019","165","135","Diésel para uso automotriz de 50 ppm de azufre pescadores","590.15455","74.79341","277.63069","","","","","","","-30.33164","","","","","","","36.07978","","","283.37884","","283.37884","","","","","","","","","","","","","","True","","","","","","","",""
"ET-024-2019","RE-0048-IE-2019","18-07-2019","165","135","Diésel marino","590.15455","83.3556","309.41325","","","","","","","","","","","","145.5","0.15951","36.07978","","","345.65255","","491.15255","","","","","","","","","","","","","","True","","","","","","","",""
"ET-024-2019","RE-0048-IE-2019","18-07-2019","165","135","Keroseno ","590.15455","74.84362","277.81706","","","-0.04978","0.17872","8.55404","","","","","","","70.25","0.15951","34.38837","10.27155","","331.31948","","401.56948","","405.31548","48.3128","","9.6405","","","","460","","","","","True","","","","","","","",""
"ET-024-2019","RE-0048-IE-2019","18-07-2019","165","135","Búnker    ","590.15455","54.53455","202.43045","","","-0.04978","0.17419","","","","-33.9271","","-9.64763","","23.75","0.15951","62.8675","13.45453","","235.46168","","259.21168","","262.95768","","","","","","","","","","","","True","","","","","","","",""
"ET-024-2019","RE-0048-IE-2019","18-07-2019","165","135","Búnker Térmico ICE","590.15455","61.16832","227.05479","","","-0.04978","","","","","4.89919","","","","23.75","0.15951","32.24927","3.18579","","267.49878","","291.24878","","","","","","","","","","","","","","True","","","","","","","",""
"ET-024-2019","RE-0048-IE-2019","18-07-2019","165","135","IFO 380   ","590.15455","67.89134","252.01042","","","","","","","","","","","","","0.15951","53.65915","12.71582","","318.5449","","318.5449","","","","","","","","","","","","","","True","","","","","","","",""
"ET-024-2019","RE-0048-IE-2019","18-07-2019","165","135","Asfalto ","590.15455","72.17417","267.90816","","","-0.04978","0.16699","","","","-56.60971","","-6.78276","","50","0.15951","95.15802","16.20369","","316.15412","","366.15412","","369.90012","","","","","","","","","","","","True","","","","","","","",""
"ET-024-2019","RE-0048-IE-2019","18-07-2019","165","135","Diésel pesado o gasoleo","590.15455","62.44636","231.79886","","","-0.04978","0.17032","8.55404","","","","","","","48","0.15951","32.44453","6.06744","","279.14492","","327.14492","","330.89092","","","","","","","","","","","","True","","","","","","","",""
"ET-024-2019","RE-0048-IE-2019","18-07-2019","165","135","Emulsión asfáltica rápida (RR)","590.15455","45.308","168.18183","","","-0.04978","0.19333","","","","-43.15703","","","","37.75","0.15951","59.58368","13.78254","","198.69409","","236.44409","","240.19009","","","","","","","","","","","","True","","","","","","","",""
"ET-024-2019","RE-0048-IE-2019","18-07-2019","165","135","Emulsión asfáltica lenta (RL)","590.15455","46.91321","174.1403","","","-0.04978","0.17875","","","","-35.33791","","","","37.75","0.15951","52.86014","13.78254","","205.73357","","243.48357","","247.22957","","","","","","","","","","","","True","","","","","","","",""
"ET-024-2019","RE-0048-IE-2019","18-07-2019","165","135","LPG (70-30)","590.15455","19.30186","71.64789","","","-0.04978","0.17382","","","","-42.67294","","-7.73015","","50","0.15951","51.00826","10.56085","","83.09748","","133.09748","","","48.3128","","","53.036","","","234.44628","54.51929","62.69167","303.34444","","True","","","","","","","",""
"ET-024-2019","RE-0048-IE-2019","18-07-2019","165","135","LPG (rico en propano)","590.15455","18.6375","69.18179","","","","","","","","-53.12426","","","","50","0.15951","50.8032","10.56085","","77.5811","","127.5811","","","","","","53.036","","","","54.51929","62.69167","297.82806","","True","","","","","","","",""
"ET-024-2019","RE-0048-IE-2019","18-07-2019","165","135","Av-Gas          ","590.15455","110.52817","410.27695","","","-0.04978","0.13524","8.55404","","","","","82.39957","","246.25","0.15951","225.81207","30.22393","","757.51154","","1003.76154","","","","16.2697","","","","","1020","","","","","True","","","","","","","",""
"ET-024-2019","RE-0048-IE-2019","18-07-2019","165","135","Jet fuel A-1","590.15455","74.84362","277.81706","","","-0.04978","0.13718","8.55404","","","","","-1.01476","","147.75","0.15951","63.41244","14.0654","","363.08109","","510.83109","","","","16.2697","","","","","527","","","","","True","","","","","","","",""
"ET-024-2019","RE-0048-IE-2019","18-07-2019","165","135","Nafta Pesada    ","590.15455","73.37133","272.35197","","","","","","","","","","","","35.5","0.15951","27.01922","10.49639","","310.0271","","345.5271","","349.2731","","","","","","","","","","","","True","","","","","","","",""
"ET-050-2019","RE-0047-IE-2019","03-07-2019","155","124","Gasolina RON 95 ","590.15455","74.46238","276.40193","","","-0.01353","0.17011","8.90381","","","","","9.95315","","257.75","0.15951","38.20478","9.44417","","343.22394","","600.97394","","604.71994","48.3128","","9.6405","","","","659","","","","","True","","","","","","","",""
"ET-050-2019","RE-0047-IE-2019","03-07-2019","155","124","Gasolina RON 91","590.15455","71.76445","266.38731","","","-0.01353","0.16871","8.90381","","","","","10.39292","","246.25","0.15951","37.75744","9.66892","","333.42509","","579.67509","","583.42109","48.3128","","9.6405","","","","638","","","","","True","","","","","","","",""
"ET-050-2019","RE-0047-IE-2019","03-07-2019","155","124","Gasolina RON 91 pescadores","590.15455","71.76445","266.38731","","","","","","","-28.61985","","","","","","","37.75744","","","275.52489","","275.52489","","","","","","","","","","","","","","True","","","","","","","",""
"ET-050-2019","RE-0047-IE-2019","03-07-2019","155","124","Diésel para uso automotriz de 50 ppm de azufre","590.15455","74.79341","277.63069","","","-0.01353","0.18238","8.90381","","","","","-9.98261","","145.5","0.15951","37.49514","9.34286","","323.71825","","469.21825","","472.96425","48.3128","","9.6405","","","","527","","","","","True","","","","","","","",""
"ET-050-2019","RE-0047-IE-2019","03-07-2019","155","124","Diésel para uso automotriz de 50 ppm de azufre pescadores","590.15455","74.79341","277.63069","","","","","","","-31.99046","","","","","","","37.49514","","","283.13537","","283.13537","","","","","","","","","","","","","","True","","","","","","","",""
"ET-050-2019","RE-0047-IE-2019","03-07-2019","155","124","Diésel marino","590.15455","83.3556","309.41325","","","-0.01353","","","","","","","","","145.5","0.15951","29.95488","","","339.51411","","485.01411","","","","","","","","","","","","","","True","","","","","","","",""
"ET-050-2019","RE-0047-IE-2019","03-07-2019","155","124","Keroseno ","590.15455","74.84362","277.81706","","","-0.01353","0.18937","8.90381","","","","","","","70.25","0.15951","39.11248","8.50372","","334.67243","","404.92243","","408.66843","48.3128","","9.6405","","","","463","","","","","True","","","","","","","",""
"ET-050-2019","RE-0047-IE-2019","03-07-2019","155","124","Búnker    ","590.15455","54.53455","202.43045","","","-0.01353","0.18457","","","","-24.43023","","-9.64763","","23.75","0.15951","59.85558","6.92296","","235.46168","","259.21168","","262.95768","","","","","","","","","","","","True","","","","","","","",""
"ET-050-2019","RE-0047-IE-2019","03-07-2019","155","124","Búnker Térmico ICE","590.15455","61.16832","227.05479","","","-0.01353","","","","","6.98133","","","","23.75","0.15951","31.40243","1.91426","","267.49878","","291.24878","","","","","","","","","","","","","","True","","","","","","","",""
"ET-050-2019","RE-0047-IE-2019","03-07-2019","155","124","IFO 380   ","590.15455","67.89134","252.01042","","","-0.01353","","","","","","","","","","0.15951","58.98988","4.22516","","315.37144","","315.37144","","","","","","","","","","","","","","True","","","","","","","",""
"ET-050-2019","RE-0047-IE-2019","03-07-2019","155","124","Asfalto ","590.15455","72.17417","267.90816","","","-0.01353","0.17694","","","","-54.93165","","-6.78276","","50","0.15951","96.73173","12.90573","","316.15412","","366.15412","","369.90012","","","","","","","","","","","","True","","","","","","","",""
"ET-050-2019","RE-0047-IE-2019","03-07-2019","155","124","Diésel pesado o gasoleo","590.15455","62.44636","231.79886","","","-0.01353","0.18047","8.90381","","","","","","","48","0.15951","32.71302","6.32611","","280.06826","","328.06826","","331.81426","","","","","","","","","","","","True","","","","","","","",""
"ET-050-2019","RE-0047-IE-2019","03-07-2019","155","124","Emulsión asfáltica rápida (RR)","590.15455","45.308","168.18183","","","-0.01353","0.20485","","","","-50.58695","","","","37.75","0.15951","65.16258","15.5858","","198.69409","","236.44409","","240.19009","","","","","","","","","","","","True","","","","","","","",""
"ET-050-2019","RE-0047-IE-2019","03-07-2019","155","124","Emulsión asfáltica lenta (RL)","590.15455","46.91321","174.1403","","","-0.01353","0.18941","","","","-53.60497","","","","37.75","0.15951","69.27705","15.5858","","205.73357","","243.48357","","247.22957","","","","","","","","","","","","True","","","","","","","",""
"ET-050-2019","RE-0047-IE-2019","03-07-2019","155","124","LPG (70-30)","590.15455","19.30186","71.64789","","","-0.01353","0.18418","","","","-48.43974","","-7.73015","","50","0.15951","55.19151","12.09781","","83.09748","","133.09748","","","48.3128","","","53.036","","","234.44628","54.51929","62.69167","303.34444","","True","","","","","","","",""
"ET-050-2019","RE-0047-IE-2019","03-07-2019","155","124","LPG (rico en propano)","590.15455","18.6375","69.18179","","","","","","","","-41.57257","","","","50","0.15951","49.81237","","","77.5811","","127.5811","","","","","","53.036","","","","54.51929","62.69167","297.82806","","True","","","","","","","",""
"ET-050-2019","RE-0047-IE-2019","03-07-2019","155","124","Av-Gas          ","590.15455","110.52817","410.27695","","","-0.01353","0.14331","8.90381","","","","","82.39957","","246.25","0.15951","222.04659","27.87244","","751.78865","","998.03865","","","","16.2697","","","","","1014","","","","","True","","","","","","","",""
"ET-050-2019","RE-0047-IE-2019","03-07-2019","155","124","Jet fuel A-1","590.15455","74.84362","277.81706","","","-0.01353","0.14536","8.90381","","","","","-1.01476","","147.75","0.15951","68.22148","13.13775","","367.35668","","515.10668","","","","16.2697","","","","","531","","","","","True","","","","","","","",""
"ET-050-2019","RE-0047-IE-2019","03-07-2019","155","124","Nafta Pesada    ","590.15455","73.37133","272.35197","","","-0.01353","","","","","","","","","35.5","0.15951","30.91139","3.52226","","306.9316","","342.4316","","346.1776","","","","","","","","","","","","True","","","","","","","",""
"ET-035-2019","RE-0041-IE-2019","12-06-2019","131","109","Gasolina RON 95 ","596.992","85.25982","320.14837","","","-0.01353","0.17506","8.36584","","","","","-7.90539","","257.75","0.15951","38.20478","9.44417","","368.57881","","626.32881","","630.07481","48.3128","","9.6405","","","","684","","","","","True","","","","","","","",""
"ET-035-2019","RE-0041-IE-2019","12-06-2019","131","109","Gasolina RON 91","596.992","82.77571","310.82061","","","-0.01353","0.17488","8.36584","","","","","-6.46176","","246.25","0.15951","37.75744","9.66892","","360.47191","","606.72191","","610.46791","48.3128","","9.6405","","","","665","","","","","True","","","","","","","",""
"ET-035-2019","RE-0041-IE-2019","12-06-2019","131","109","Gasolina RON 91 pescadores","596.992","82.77571","310.82061","","","","","","","-45.36312","","","","","","","37.75744","","","303.21493","","303.21493","","","","","","","","","","","","","","True","","","","","","","",""
"ET-035-2019","RE-0041-IE-2019","12-06-2019","131","109","Diésel para uso automotriz de 50 ppm de azufre","596.992","85.07577","319.45729","","","-0.01353","0.17757","8.36584","","","","","-7.7976","","145.5","0.15951","37.49514","9.34286","","367.18708","","512.68708","","516.43308","48.3128","","9.6405","","","","571","","","","","True","","","","","","","",""
"ET-035-2019","RE-0041-IE-2019","12-06-2019","131","109","Diésel para uso automotriz de 50 ppm de azufre pescadores","596.992","85.07577","319.45729","","","","","","","-23.68933","","","","","","","37.49514","","","333.2631","","333.2631","","","","","","","","","","","","","","True","","","","","","","",""
"ET-035-2019","RE-0041-IE-2019","12-06-2019","131","109","Diésel marino","596.992","91.11873","342.14844","","","-0.01353","","","","","","","","","145.5","0.15951","29.95488","","","372.2493","","517.7493","","","","","","","","","","","","","","True","","","","","","","",""
"ET-035-2019","RE-0041-IE-2019","12-06-2019","131","109","Keroseno ","596.992","83.41467","313.2199","","","-0.01353","0.16768","8.36584","","","","","","","70.25","0.15951","39.11248","8.50372","","369.5156","","439.7656","","443.5116","48.3128","","9.6405","","","","498","","","","","True","","","","","","","",""
"ET-035-2019","RE-0041-IE-2019","12-06-2019","131","109","Búnker    ","596.992","65.07727","244.36345","","","-0.01353","0.18377","","","","-32.41972","","5.185","","23.75","0.15951","59.85558","6.92296","","284.23701","","307.98701","","311.73301","","","","","","","","","","","","True","","","","","","","",""
"ET-035-2019","RE-0041-IE-2019","12-06-2019","131","109","Búnker Térmico ICE","596.992","71.62421","268.94703","","","-0.01353","","","","","14.44336","","","","23.75","0.15951","31.40243","1.91426","","316.85305","","340.60305","","","","","","","","","","","","","","True","","","","","","","",""
"ET-035-2019","RE-0041-IE-2019","12-06-2019","131","109","IFO 380   ","596.992","70.26349","263.83757","","","-0.01353","","","","","","","","","","0.15951","58.98988","4.22516","","327.19859","","327.19859","","","","","","","","","","","","","","True","","","","","","","",""
"ET-035-2019","RE-0041-IE-2019","12-06-2019","131","109","Asfalto ","596.992","77.01587","289.19257","","","-0.01353","0.14985","","","","-48.52371","","-9.33063","","50","0.15951","96.73173","12.90573","","341.27151","","391.27151","","395.01751","","","","","","","","","","","","True","","","","","","","",""
"ET-035-2019","RE-0041-IE-2019","12-06-2019","131","109","Diésel pesado o gasoleo","596.992","72.65044","272.80049","","","-0.01353","0.15182","8.36584","","","","","","","48","0.15951","32.71302","6.32611","","320.50327","","368.50327","","372.24927","","","","","","","","","","","","True","","","","","","","",""
"ET-035-2019","RE-0041-IE-2019","12-06-2019","131","109","Emulsión asfáltica rápida (RR)","596.992","48.9739","183.89572","","","-0.01353","0.16089","","","","-47.69211","","","","37.75","0.15951","65.16258","15.5858","","217.25885","","255.00885","","258.75485","","","","","","","","","","","","True","","","","","","","",""
"ET-035-2019","RE-0041-IE-2019","12-06-2019","131","109","Emulsión asfáltica lenta (RL)","596.992","50.06032","187.97517","","","-0.01353","0.24336","","","","-51.14895","","","","37.75","0.15951","69.27705","15.5858","","222.07842","","259.82842","","263.57442","","","","","","","","","","","","True","","","","","","","",""
"ET-035-2019","RE-0041-IE-2019","12-06-2019","131","109","LPG (70-30)","596.992","26.61655","99.94443","","","-0.01353","0.16075","","","","-42.95213","","-8.67243","","50","0.15951","55.19151","12.09781","","115.91591","","165.91591","","","48.3128","","","53.036","","","267.26471","54.51929","62.69167","336.16287","","True","","","","","","","",""
"ET-035-2019","RE-0041-IE-2019","12-06-2019","131","109","LPG (rico en propano)","596.992","25.53409","95.87984","","","","","","","","-38.33118","","","","50","0.15951","49.81237","","","107.52054","","157.52054","","","","","","53.036","","","","54.51929","62.69167","327.7675","","True","","","","","","","",""
"ET-035-2019","RE-0041-IE-2019","12-06-2019","131","109","Av-Gas          ","596.992","121.21103","455.14423","","","-0.01353","0.17826","8.36584","","","","","0.27527","","246.25","0.15951","222.04659","27.87244","","714.0286","","960.2786","","","","16.2697","","","","","977","","","","","True","","","","","","","",""
"ET-035-2019","RE-0041-IE-2019","12-06-2019","131","109","Jet fuel A-1","596.992","83.41467","313.2199","","","-0.01353","0.17946","8.36584","","","","","0.18141","","147.75","0.15951","68.22148","13.13775","","403.45182","","551.20182","","","","16.2697","","","","","567","","","","","True","","","","","","","",""
"ET-035-2019","RE-0041-IE-2019","12-06-2019","131","109","Nafta Pesada    ","596.992","82.55243","309.98221","","","-0.01353","","","","","","","","","35.5","0.15951","30.91139","3.52226","","344.56184","","380.06184","","383.80784","","","","","","","","","","","","True","","","","","","","",""
"ET-028-2019","RE-0035-IE-2019","03-05-2019","96","81","Gasolina RON 95 ","604.052","86.05056","326.93878","","","-0.01353","0.21523","8.34549","","","","","-7.90539","","257.75","0.15951","38.20478","9.44417","","375.38904","","633.13904","","636.88504","48.3128","","9.6405","","","","691","","","","","True","","","","","","","",""
"ET-028-2019","RE-0035-IE-2019","03-05-2019","96","81","Gasolina RON 91","604.052","82.99831","315.3421","","","-0.01353","0.21418","8.34549","","","","","-6.46176","","246.25","0.15951","37.75744","9.66892","","365.01236","","611.26236","","615.00836","48.3128","","9.6405","","","","669","","","","","True","","","","","","","",""
"ET-028-2019","RE-0035-IE-2019","03-05-2019","96","81","Gasolina RON 91 pescadores","604.052","82.99831","315.3421","","","","","","","-33.873","","","","","","","37.75744","","","319.22654","","319.22654","","","","","","","","","","","","","","True","","","","","","","",""
"ET-028-2019","RE-0035-IE-2019","03-05-2019","96","81","Diésel para uso automotriz de 50 ppm de azufre","604.052","83.33201","316.60995","","","-0.01353","0.21308","8.34549","","","","","-7.7976","","145.5","0.15951","37.49514","9.34286","","364.35491","","509.85491","","513.60091","48.3128","","9.6405","","","","568","","","","","True","","","","","","","",""
"ET-028-2019","RE-0035-IE-2019","03-05-2019","96","81","Diésel para uso automotriz de 50 ppm de azufre pescadores","604.052","83.33201","316.60995","","","","","","","-29.1837","","","","","","","37.49514","","","324.9214","","324.9214","","","","","","","","","","","","","","True","","","","","","","",""
"ET-028-2019","RE-0035-IE-2019","03-05-2019","96","81","Diésel marino","604.052","90.4434","343.62882","","","-0.01353","","","","","","","","","145.5","0.15951","29.95488","","","373.72968","","519.22968","","","","","","","","","","","","","","True","","","","","","","",""
"ET-028-2019","RE-0035-IE-2019","03-05-2019","96","81","Keroseno ","604.052","81.57927","309.95064","","","-0.01353","0.16384","8.34549","","","","","","","70.25","0.15951","39.11248","8.50372","","366.22216","","436.47216","","440.21816","48.3128","","9.6405","","","","494","","","","","True","","","","","","","",""
"ET-028-2019","RE-0035-IE-2019","03-05-2019","96","81","Búnker    ","604.052","65.22909","247.83009","","","-0.01353","0.22277","","","","-31.89306","","5.185","","23.75","0.15951","59.85558","6.92296","","288.26932","","312.01932","","315.76532","","","","","","","","","","","","True","","","","","","","",""
"ET-028-2019","RE-0035-IE-2019","03-05-2019","96","81","Búnker Térmico ICE","604.052","71.14385","270.30252","","","-0.01353","","","","","14.68481","","","","23.75","0.15951","31.40243","1.91426","","318.44999","","342.19999","","","","","","","","","","","","","","True","","","","","","","",""
"ET-028-2019","RE-0035-IE-2019","03-05-2019","96","81","IFO 380   ","604.052","70.74645","268.79263","","","-0.01353","","","","","","","","","","0.15951","58.98988","4.22516","","332.15365","","332.15365","","","","","","","","","","","","","","True","","","","","","","",""
"ET-028-2019","RE-0035-IE-2019","03-05-2019","96","81","Asfalto ","604.052","74.22574","282.01177","","","-0.01353","0.22525","","","","-49.89225","","-9.33063","","50","0.15951","96.73173","12.90573","","332.79757","","382.79757","","386.54357","","","","","","","","","","","","True","","","","","","","",""
"ET-028-2019","RE-0035-IE-2019","03-05-2019","96","81","Diésel pesado o gasoleo","604.052","71.78675","272.74513","","","-0.01353","0.20379","8.34549","","","","","","","48","0.15951","32.71302","6.32611","","320.47952","","368.47952","","372.22552","","","","","","","","","","","","True","","","","","","","",""
"ET-028-2019","RE-0035-IE-2019","03-05-2019","96","81","Emulsión asfáltica rápida (RR)","604.052","47.42803","180.19712","","","-0.01353","0.19587","","","","-48.39811","","","","37.75","0.15951","65.16258","15.5858","","212.88924","","250.63924","","254.38524","","","","","","","","","","","","True","","","","","","","",""
"ET-028-2019","RE-0035-IE-2019","03-05-2019","96","81","Emulsión asfáltica lenta (RL)","604.052","48.24673","183.30765","","","-0.01353","","","","","-51.75239","","","","37.75","0.15951","69.27705","15.5858","","216.5641","","254.3141","","258.0601","","","","","","","","","","","","True","","","","","","","",""
"ET-028-2019","RE-0035-IE-2019","03-05-2019","96","81","LPG (70-30)","604.052","27.99777","106.37417","","","-0.01353","0.19537","","","","-41.95925","","-8.67243","","50","0.15951","55.19151","12.09781","","123.37315","","173.37315","","","48.3128","","","53.036","","","274.72195","54.51929","62.69167","343.62011","","True","","","","","","","",""
"ET-028-2019","RE-0035-IE-2019","03-05-2019","96","81","LPG (rico en propano)","604.052","26.48864","100.64039","","","","","","","","-37.7532","","","","50","0.15951","49.81237","","","112.85907","","162.85907","","","","","","53.036","","","","54.51929","62.69167","333.10603","","True","","","","","","","",""
"ET-028-2019","RE-0035-IE-2019","03-05-2019","96","81","Av-Gas          ","604.052","122.37475","464.94817","","","-0.01353","0.24776","8.34549","","","","","0.27527","","246.25","0.15951","222.04659","27.87244","","723.88169","","970.13169","","","","16.2697","","","","","986","","","","","True","","","","","","","",""
"ET-028-2019","RE-0035-IE-2019","03-05-2019","96","81","Jet fuel A-1","604.052","81.57927","309.95064","","","-0.01353","0.27316","8.34549","","","","","0.18141","","147.75","0.15951","68.22148","13.13775","","400.25591","","548.00591","","","","16.2697","","","","","564","","","","","True","","","","","","","",""
"ET-028-2019","RE-0035-IE-2019","03-05-2019","96","81","Nafta Pesada    ","604.052","81.23153","308.62944","","","-0.01353","","","","","","","","","35.5","0.15951","30.91139","3.52226","","343.20908","","378.70908","","382.45508","","","","","","","","","","","","True","","","","","","","",""
"ET-019-2019","RE-0023-IE-2019","29-03-2019","72","63","Gasolina RON 95 ","608.96273","72.9248","279.32149","","","-0.01353","0.21915","3.66552","","","","","-28.6356","","257.75","0.15951","38.20478","9.44417","","302.3655","","560.1155","","563.8615","48.3128","","9.6405","","","","618","","","","","True","","","","","","","",""
"ET-019-2019","RE-0023-IE-2019","29-03-2019","72","63","Gasolina RON 91","608.96273","70.20167","268.89118","","","-0.01353","0.21722","3.66552","","","","","-22.97893","","246.25","0.15951","37.75744","9.66892","","297.36733","","543.61733","","547.36333","48.3128","","9.6405","","","","602","","","","","True","","","","","","","",""
"ET-019-2019","RE-0023-IE-2019","29-03-2019","72","63","Gasolina RON 91 pescadores","608.96273","70.20167","268.89118","","","","","","","-42.42416","","","","","","","37.75744","","","264.22446","","264.22446","","","","","","","","","","","","","","True","","","","","","","",""
"ET-019-2019","RE-0023-IE-2019","29-03-2019","72","63","Diésel para uso automotriz de 50 ppm de azufre","608.96273","82.71155","316.80737","","","-0.01353","0.21625","3.66552","","","","","-28.99919","","145.5","0.15951","37.49514","9.34286","","338.67395","","484.17395","","487.91995","48.3128","","9.6405","","","","542","","","","","True","","","","","","","",""
"ET-019-2019","RE-0023-IE-2019","29-03-2019","72","63","Diésel para uso automotriz de 50 ppm de azufre pescadores","608.96273","82.71155","316.80737","","","","","","","-22.99654","","","","","","","37.49514","","","331.30597","","331.30597","","","","","","","","","","","","","","True","","","","","","","",""
"ET-019-2019","RE-0023-IE-2019","29-03-2019","72","63","Diésel marino","608.96273","91.13803","349.08301","","","-0.01353","","","","","","","","","145.5","0.15951","29.95488","","","379.18387","","524.68387","","","","","","","","","","","","","","True","","","","","","","",""
"ET-019-2019","RE-0023-IE-2019","29-03-2019","72","63","Keroseno ","608.96273","80.85076","309.68005","","","-0.01353","0.23404","3.66552","","","","","","","70.25","0.15951","39.11248","8.50372","","361.3418","","431.5918","","435.3378","48.3128","","9.6405","","","","490","","","","","True","","","","","","","",""
"ET-019-2019","RE-0023-IE-2019","29-03-2019","72","63","Búnker    ","608.96273","65.07909","249.27032","","","-0.01353","0.18502","","","","7.72857","","-34.16387","","23.75","0.15951","59.85558","6.92296","","289.94456","","313.69456","","317.44056","","","","","","","","","","","","True","","","","","","","",""
"ET-019-2019","RE-0023-IE-2019","29-03-2019","72","63","Búnker Térmico ICE","608.96273","70.83696","271.32449","","","-0.01353","","","","","14.86684","","","","23.75","0.15951","31.40243","1.91426","","319.65399","","343.40399","","","","","","","","","","","","","","True","","","","","","","",""
"ET-019-2019","RE-0023-IE-2019","29-03-2019","72","63","IFO 380   ","608.96273","65.83168","252.15292","","","-0.01353","","","","","","","","","","0.15951","58.98988","4.22516","","315.51395","","315.51395","","","","","","","","","","","","","","True","","","","","","","",""
"ET-019-2019","RE-0023-IE-2019","29-03-2019","72","63","Asfalto ","608.96273","67.53763","258.68717","","","-0.01353","0.20331","","","","-55.58652","","-7.81481","","50","0.15951","96.73173","12.90573","","305.27258","","355.27258","","359.01858","","","","","","","","","","","","True","","","","","","","",""
"ET-019-2019","RE-0023-IE-2019","29-03-2019","72","63","Diésel pesado o gasoleo","608.96273","71.89526","275.37806","","","-0.01353","0.19114","3.66552","","","","","","","48","0.15951","32.71302","6.32611","","318.41983","","366.41983","","370.16583","","","","","","","","","","","","True","","","","","","","",""
"ET-019-2019","RE-0023-IE-2019","29-03-2019","72","63","Emulsión asfáltica rápida (RR)","608.96273","43.67573","167.28973","","","-0.01353","0.21276","","","","-50.75671","","","","37.75","0.15951","65.16258","15.5858","","197.64013","","235.39013","","239.13613","","","","","","","","","","","","True","","","","","","","",""
"ET-019-2019","RE-0023-IE-2019","29-03-2019","72","63","Emulsión asfáltica lenta (RL)","608.96273","43.89946","168.14666","","","-0.01353","0.13003","","","","-54.63298","","","","37.75","0.15951","69.27705","15.5858","","198.65253","","236.40253","","240.14853","","","","","","","","","","","","True","","","","","","","",""
"ET-019-2019","RE-0023-IE-2019","29-03-2019","72","63","LPG (70-30)","608.96273","30.54211","116.98446","","","-0.01353","0.20828","","","","-19.89977","","-29.04926","","50","0.15951","55.19151","12.09781","","135.679","","185.679","","","48.3128","","","53.036","","","287.0278","54.51929","62.69167","355.92596","","True","","","","","","","",""
"ET-019-2019","RE-0023-IE-2019","29-03-2019","72","63","LPG (rico en propano)","608.96273","29.00864","111.11083","","","","","","","","-36.48199","","","","50","0.15951","49.81237","","","124.60072","","174.60072","","","","","","53.036","","","","54.51929","62.69167","344.84768","","True","","","","","","","",""
"ET-019-2019","RE-0023-IE-2019","29-03-2019","72","63","Av-Gas          ","608.96273","109.80598","420.58629","","","-0.01353","0.23986","3.66552","","","","","-26.84983","","246.25","0.15951","222.04659","27.87244","","647.70684","","893.95684","","","","16.2697","","","","","910","","","","","True","","","","","","","",""
"ET-019-2019","RE-0023-IE-2019","29-03-2019","72","63","Jet fuel A-1","608.96273","80.85076","309.68005","","","-0.01353","0.24122","3.66552","","","","","-24.31193","","147.75","0.15951","68.22148","13.13775","","370.78006","","518.53006","","","","16.2697","","","","","535","","","","","True","","","","","","","",""
"ET-019-2019","RE-0023-IE-2019","29-03-2019","72","63","Nafta Pesada    ","608.96273","77.48599","296.79207","","","-0.01353","","","","","","","","","35.5","0.15951","30.91139","3.52226","","331.3717","","366.8717","","370.6177","","","","","","","","","","","","True","","","","","","","",""
