"Expediente","Número resolución","Fecha Publicación","Alcance Gaceta","Gaceta","Producto","Tipo de Cambio","Precio Referencia Internacional","Precio Referencia Internacional en colones","Costo adquisión dólar por barril","Costo adquisión en colones por litro","Otros Ingresos Prorrateados","Asignación Subsidio Pescadores","Asignación subsidio Política Sectorial","Asignación subsidio Políticas del Gobierno","Subsidio Pescadores","Subsidio Política Sectorial","Subsidio cruzado políticas de gobierno","Diferencial de precios","Liquidación extraordinaria","Impuesto Único","Canon","Margen de operación de Recope","Rendimiento sobre Base Tarifaria","Liquidación Ordinaria","Precio en terminal sin impuesto","Ley 9840","Precio en terminal con impuesto","Margen comercializador","Precio final sin punto fijo (Peddlers)","Margen Estaciones Terrestres","Margen Estaciones Aéreas","Flete estaciones de servicio","Margen Envasador","Precio estaciones de servicio sin IVA","IVA de Transportista","Precio final en estaciones de servicio
","Margen Distribuidor y Agencias","Margen Detallista","Precio gas por litro en detallistas
","Precio Terminal sin impuesto ni subsidio Sectorial","Rige","Límite Inferior Banda","Límite Superior Banda","Densidad de referencia expresado en kgs","Precio en terminal con impuesto masa","Precio final sin punto fijo masa (Peddlers)","Margen de comercializador masa","ID SIET","Observaciones"
"ET-190-2008","RRG-8898-2008","13-10-2008","","197","LPG (70-30)","557.97","72.261","253.60231","","","","","","","","","","","","34.25","","57.91","","","311.512","","345.762","","","","","","","","","","","","","","True","","","","","","","",""
"ET-190-2008","RRG-8898-2008","13-10-2008","","197","Av-Gas","557.97","162.881","571.63612","","","","","","","","","","","","170.75","","57.91","","","629.546","","800.296","","","","14.13","","","","","814","","","","","True","","","","","","","",""
"ET-190-2008","RRG-8898-2008","13-10-2008","","197","Jet fuel A-1","557.97","137.578","482.83442","","","","","","","","","","","","102","","57.91","","","540.745","","642.745","","","","14.13","","","","","657","","","","","True","","","","","","","",""
"ET-190-2008","RRG-8898-2008","13-10-2008","","197","Nafta liviana","557.97","124.03","435.28728","","","","","","","","","","","","24","","57.91","","","493.197","","517.197","","520.943","","","","","","","","","","","","True","","","","","","","",""
"ET-190-2008","RRG-8898-2008","13-10-2008","","197","Nafta Pesada","557.97","124.451","436.7648","","","","","","","","","","","","24","","57.91","","","494.674","","518.674","","522.42","","","","","","","","","","","","True","","","","","","","",""
"ET-164-2008","RRG-8787-2008","10-09-2008","","175","Gasolina súper","556.55","131.836","461.50519","","","","","","","","","","","","178.5","","57.91","","","519.416","","697.916","","701.662","37.7678","","","","","","736","","","","","True","","","","","","","",""
"ET-164-2008","RRG-8787-2008","10-09-2008","","175","Gasolina plus 91","556.55","129.883","454.66852","","","","","","","","","","","","170.75","","57.91","","","512.58","","683.33","","687.076","37.7678","","","","","","721","","","","","True","","","","","","","",""
"ET-164-2008","RRG-8787-2008","10-09-2008","","175","Gasolina plus 91 pescadores","556.55","129.883","454.66852","","","","","","","","","","","","","","57.91","","","512.58","","512.58","","","","","","","","","","","","","","True","","","","","","","",""
"ET-164-2008","RRG-8787-2008","10-09-2008","","175","Diésel 0,05% S","556.55","152.928","535.33986","","","","","","","","","","","","100.5","","57.91","","","593.249","","693.749","","697.495","37.7678","","","","","","732","","","","","True","","","","","","","",""
"ET-164-2008","RRG-8787-2008","10-09-2008","","175","Diésel 0,05% pescadores","556.55","152.928","535.33986","","","","","","","","","","","","","","57.91","","","593.249","","593.249","","","","","","","","","","","","","","True","","","","","","","",""
"ET-164-2008","RRG-8787-2008","10-09-2008","","175","Diésel 0,20% S","556.55","151.391","529.95944","","","","","","","","","","","","100.5","","57.91","","","587.871","","688.371","","692.117","","","","","","","726","","","","","True","","","","","","","",""
"ET-164-2008","RRG-8787-2008","10-09-2008","","175","Diésel 0,20% pescadores","556.55","151.391","529.95944","","","","","","","","","","","","","","57.91","","","587.871","","587.871","","","","","","","","","","","","","","True","","","","","","","",""
"ET-164-2008","RRG-8787-2008","10-09-2008","","175","Diésel 0,5% S","556.55","151.076","528.85675","","","","","","","","","","","","100.5","","57.91","","","586.768","","687.268","","691.014","37.7678","","","","","","725","","","","","True","","","","","","","",""
"ET-164-2008","RRG-8787-2008","10-09-2008","","175","Keroseno","556.55","156.914","549.29325","","","","","","","","","","","","49","","57.91","","","607.202","","656.202","","659.948","","","","","","","694","","","","","True","","","","","","","",""
"ET-164-2008","RRG-8787-2008","10-09-2008","","175","Búnker","556.55","105.373","368.8688","","","","","","","","","","","","17","","57.91","","","426.778","","443.778","","447.524","","","","","","","","","","","","True","","","","","","","",""
"ET-164-2008","RRG-8787-2008","10-09-2008","","175","IFO 380","556.55","112.486","393.76857","","","","","","","","","","","","","","57.91","","","451.679","","451.679","","","","","","","","","","","","","","True","","","","","","","",""
"ET-164-2008","RRG-8787-2008","10-09-2008","","175","Asfalto","556.55","105.665","369.89097","","","","","","","","","","","","34.25","","57.91","","","427.802","","462.052","","465.798","","","","","","","","","","","","True","","","","","","","",""
"ET-164-2008","RRG-8787-2008","10-09-2008","","175","Diésel pesado","556.55","131.182","459.2158","","","","","","","","","","","","32.75","","57.91","","","517.126","","549.876","","553.622","","","","","","","","","","","","True","","","","","","","",""
"ET-164-2008","RRG-8787-2008","10-09-2008","","175","Emulsión asfáltica","556.55","70.071","245.29059","","","","","","","","","","","","25.25","","57.91","","","303.201","","328.451","","332.197","","","","","","","","","","","","True","","","","","","","",""
"ET-164-2008","RRG-8787-2008","10-09-2008","","175","LPG (70-30)","556.55","82.505","288.81706","","","","","","","","","","","","34.25","","57.91","","","346.726","","380.976","","","","","","","","","","","","","","True","","","","","","","",""
"ET-164-2008","RRG-8787-2008","10-09-2008","","175","Av-Gas","556.55","167.397","585.99005","","","","","","","","","","","","170.75","","57.91","","","643.9","","814.65","","","","14.13","","","","","829","","","","","True","","","","","","","",""
"ET-164-2008","RRG-8787-2008","10-09-2008","","175","Jet fuel A-1","556.55","156.914","549.29325","","","","","","","","","","","","102","","57.91","","","607.202","","709.202","","","","14.13","","","","","723","","","","","True","","","","","","","",""
"ET-164-2008","RRG-8787-2008","10-09-2008","","175","Nafta liviana","556.55","128.151","448.60548","","","","","","","","","","","","24","","57.91","","","506.515","","530.515","","534.261","","","","","","","","","","","","True","","","","","","","",""
"ET-164-2008","RRG-8787-2008","10-09-2008","","175","Nafta Pesada","556.55","128.571","450.07573","","","","","","","","","","","","24","","57.91","","","507.985","","531.985","","535.731","","","","","","","","","","","","True","","","","","","","",""
"ET-159-2008","RRG-8725-2008","29-08-2008","","167","Gasolina súper","523.34","140.568","462.70989","","","","","","","","","","","","178.5","","57.91","","","520.619","","699.119","","702.865","37.7678","","","","","","737","","","","","True","","","","","","","",""
"ET-159-2008","RRG-8725-2008","29-08-2008","","167","Gasolina plus 91","523.34","139.564","459.40501","","","","","","","","","","","","170.75","","57.91","","","517.314","","688.064","","691.81","37.7678","","","","","","726","","","","","True","","","","","","","",""
"ET-159-2008","RRG-8725-2008","29-08-2008","","167","Gasolina plus 91 pescadores","523.34","139.564","459.40501","","","","","","","","","","","","","","57.91","","","517.314","","517.314","","","","","","","","","","","","","","True","","","","","","","",""
"ET-159-2008","RRG-8725-2008","29-08-2008","","167","Diésel 0,05% S","523.34","163.265","537.42196","","","","","","","","","","","","100.5","","57.91","","","595.331","","695.831","","699.577","37.7678","","","","","","734","","","","","True","","","","","","","",""
"ET-159-2008","RRG-8725-2008","29-08-2008","","167","Diésel 0,05% pescadores","523.34","163.265","537.42196","","","","","","","","","","","","","","57.91","","","595.331","","595.331","","","","","","","","","","","","","","True","","","","","","","",""
"ET-159-2008","RRG-8725-2008","29-08-2008","","167","Diésel 0,20% S","523.34","161.887","532.88598","","","","","","","","","","","","100.5","","57.91","","","590.795","","691.295","","695.041","","","","","","","729","","","","","True","","","","","","","",""
"ET-159-2008","RRG-8725-2008","29-08-2008","","167","Diésel 0,20% pescadores","523.34","161.887","532.88598","","","","","","","","","","","","","","57.91","","","590.795","","590.795","","","","","","","","","","","","","","True","","","","","","","",""
"ET-159-2008","RRG-8725-2008","29-08-2008","","167","Diésel 0,5% S","523.34","161.572","531.84909","","","","","","","","","","","","100.5","","57.91","","","589.758","","690.258","","694.004","37.7678","","","","","","728","","","","","True","","","","","","","",""
"ET-159-2008","RRG-8725-2008","29-08-2008","","167","Keroseno","523.34","167.028","549.80869","","","","","","","","","","","","49","","57.91","","","607.719","","656.719","","660.465","","","","","","","694","","","","","True","","","","","","","",""
"ET-159-2008","RRG-8725-2008","29-08-2008","","167","Búnker","523.34","100.206","329.84966","","","","","","","","","","","","17","","57.91","","","387.76","","404.76","","408.506","","","","","","","","","","","","True","","","","","","","",""
"ET-159-2008","RRG-8725-2008","29-08-2008","","167","IFO 380","523.34","104.397","343.64524","","","","","","","","","","","","","","57.91","","","401.557","","401.557","","","","","","","","","","","","","","True","","","","","","","",""
"ET-159-2008","RRG-8725-2008","29-08-2008","","167","Asfalto","523.34","86.656","285.24691","","","","","","","","","","","","34.25","","57.91","","","343.157","","377.407","","381.153","","","","","","","","","","","","True","","","","","","","",""
"ET-159-2008","RRG-8725-2008","29-08-2008","","167","Diésel pesado","523.34","135.007","444.40466","","","","","","","","","","","","32.75","","57.91","","","502.314","","535.064","","538.81","","","","","","","","","","","","True","","","","","","","",""
"ET-159-2008","RRG-8725-2008","29-08-2008","","167","Emulsión asfáltica","523.34","58.616","192.94721","","","","","","","","","","","","25.25","","57.91","","","250.857","","276.107","","279.853","","","","","","","","","","","","True","","","","","","","",""
"ET-159-2008","RRG-8725-2008","29-08-2008","","167","LPG (70-30)","523.34","85.508","281.46802","","","","","","","","","","","","34.25","","57.91","","","339.381","","373.631","","","","","","","","","","","","","","True","","","","","","","",""
"ET-159-2008","RRG-8725-2008","29-08-2008","","167","Av-Gas","523.34","175.288","576.99826","","","","","","","","","","","","170.75","","57.91","","","634.909","","805.659","","","","14.13","","","","","820","","","","","True","","","","","","","",""
"ET-159-2008","RRG-8725-2008","29-08-2008","","167","Jet fuel A-1","523.34","167.028","549.80869","","","","","","","","","","","","102","","57.91","","","607.719","","709.719","","","","14.13","","","","","724","","","","","True","","","","","","","",""
"ET-159-2008","RRG-8725-2008","29-08-2008","","167","Nafta liviana","523.34","137.689","453.23304","","","","","","","","","","","","24","","57.91","","","511.144","","535.144","","538.89","","","","","","","","","","","","True","","","","","","","",""
"ET-159-2008","RRG-8725-2008","29-08-2008","","167","Nafta Pesada","523.34","138.109","454.61556","","","","","","","","","","","","24","","57.91","","","512.526","","536.526","","540.272","","","","","","","","","","","","True","","","","","","","",""
"ET-130-2008","RRG-8701-2008","12-08-2008","","155","Gasolina súper","523.34","140.568","462.70989","","","","","","","","","","","","173.25","","57.91","","","520.619","","693.869","","697.615","37.7678","","","","","","732","","","","","True","","","","","","","",""
"ET-130-2008","RRG-8701-2008","12-08-2008","","155","Gasolina plus 91","523.34","139.564","459.40501","","","","","","","","","","","","165.75","","57.91","","","517.314","","683.064","","686.81","37.7678","","","","","","721","","","","","True","","","","","","","",""
"ET-130-2008","RRG-8701-2008","12-08-2008","","155","Gasolina plus 91 pescadores","523.34","139.564","459.40501","","","","","","","","","","","","","","57.91","","","517.314","","517.314","","","","","","","","","","","","","","True","","","","","","","",""
"ET-130-2008","RRG-8701-2008","12-08-2008","","155","Diésel 0,05% S","523.34","163.265","537.42196","","","","","","","","","","","","97.5","","57.91","","","595.331","","692.831","","696.577","37.7678","","","","","","731","","","","","True","","","","","","","",""
"ET-130-2008","RRG-8701-2008","12-08-2008","","155","Diésel 0,05% pescadores","523.34","163.265","537.42196","","","","","","","","","","","","","","57.91","","","595.331","","595.331","","","","","","","","","","","","","","True","","","","","","","",""
"ET-130-2008","RRG-8701-2008","12-08-2008","","155","Diésel 0,20% S","523.34","161.887","532.88598","","","","","","","","","","","","97.5","","57.91","","","590.795","","688.295","","692.041","","","","","","","726","","","","","True","","","","","","","",""
"ET-130-2008","RRG-8701-2008","12-08-2008","","155","Diésel 0,20% pescadores","523.34","161.887","532.88598","","","","","","","","","","","","","","57.91","","","590.795","","590.795","","","","","","","","","","","","","","True","","","","","","","",""
"ET-130-2008","RRG-8701-2008","12-08-2008","","155","Diésel 0,5% S","523.34","161.572","531.84909","","","","","","","","","","","","97.5","","57.91","","","589.758","","687.258","","691.004","37.7678","","","","","","725","","","","","True","","","","","","","",""
"ET-130-2008","RRG-8701-2008","12-08-2008","","155","Keroseno","523.34","167.028","549.80869","","","","","","","","","","","","47.5","","57.91","","","607.719","","655.219","","658.965","","","","","","","693","","","","","True","","","","","","","",""
"ET-130-2008","RRG-8701-2008","12-08-2008","","155","Búnker","523.34","100.206","329.84966","","","","","","","","","","","","16.5","","57.91","","","387.76","","404.26","","408.006","","","","","","","","","","","","True","","","","","","","",""
"ET-130-2008","RRG-8701-2008","12-08-2008","","155","IFO 380","523.34","104.397","343.64524","","","","","","","","","","","","","","57.91","","","401.557","","401.557","","","","","","","","","","","","","","True","","","","","","","",""
"ET-130-2008","RRG-8701-2008","12-08-2008","","155","Asfalto","523.34","86.656","285.24691","","","","","","","","","","","","33.251","","57.91","","","343.156","","376.407","","380.153","","","","","","","","","","","","True","","","","","","","",""
"ET-130-2008","RRG-8701-2008","12-08-2008","","155","Diésel pesado","523.34","135.007","444.40466","","","","","","","","","","","","31.75","","57.91","","","502.314","","534.064","","537.81","","","","","","","","","","","","True","","","","","","","",""
"ET-130-2008","RRG-8701-2008","12-08-2008","","155","Emulsión asfáltica","523.34","58.616","192.94721","","","","","","","","","","","","24.5","","57.91","","","250.857","","275.357","","279.103","","","","","","","","","","","","True","","","","","","","",""
"ET-130-2008","RRG-8701-2008","12-08-2008","","155","LPG (70-30)","523.34","85.508","281.46802","","","","","","","","","","","","33.25","","57.91","","","339.378","","372.628","","","","","","","","","","","","","","True","","","","","","","",""
"ET-130-2008","RRG-8701-2008","12-08-2008","","155","Av-Gas","523.34","175.288","576.99826","","","","","","","","","","","","165.75","","57.91","","","634.909","","800.659","","","","14.13","","","","","815","","","","","True","","","","","","","",""
"ET-130-2008","RRG-8701-2008","12-08-2008","","155","Jet fuel A-1","523.34","167.028","549.80869","","","","","","","","","","","","99","","57.91","","","607.719","","706.719","","","","14.13","","","","","721","","","","","True","","","","","","","",""
"ET-130-2008","RRG-8701-2008","12-08-2008","","155","Nafta liviana","523.34","137.689","453.23304","","","","","","","","","","","","23.25","","57.91","","","511.144","","534.394","","538.14","","","","","","","","","","","","True","","","","","","","",""
"ET-130-2008","RRG-8701-2008","12-08-2008","","155","Nafta Pesada","523.34","138.109","454.61556","","","","","","","","","","","","23.25","","57.91","","","512.526","","535.776","","539.522","","","","","","","","","","","","True","","","","","","","",""
"ET-103-2008","RRG-8559-2008","14-07-2008","","135","Gasolina súper","520.49","136.514","446.91812","","","","","","","","","","","","173.25","","57.91","","","504.827","","678.077","","681.823","35.6946","","","","","","714","","","","","True","","","","","","","",""
"ET-103-2008","RRG-8559-2008","14-07-2008","","135","Gasolina plus 91","520.49","135.29","442.91101","","","","","","","","","","","","165.75","","57.91","","","500.82","","666.57","","670.316","35.6946","","","","","","702","","","","","True","","","","","","","",""
"ET-103-2008","RRG-8559-2008","14-07-2008","","135","Gasolina plus 91 pescadores","520.49","135.29","442.91101","","","","","","","","","","","","","","57.91","","","500.82","","500.82","","","","","","","","","","","","","","True","","","","","","","",""
"ET-103-2008","RRG-8559-2008","14-07-2008","","135","Diésel 0,05% S","520.49","161.421","528.4584","","","","","","","","","","","","97.5","","57.91","","","586.369","","683.869","","687.615","35.6946","","","","","","720","","","","","True","","","","","","","",""
"ET-103-2008","RRG-8559-2008","14-07-2008","","135","Diésel 0,05% pescadores","520.49","161.421","528.4584","","","","","","","","","","","","","","57.91","","","586.369","","586.369","","","","","","","","","","","","","","True","","","","","","","",""
"ET-103-2008","RRG-8559-2008","14-07-2008","","135","Diésel 0,20% S","520.49","157.789","516.568","","","","","","","","","","","","97.5","","57.91","","","574.479","","671.979","","675.725","","","","","","","708","","","","","True","","","","","","","",""
"ET-103-2008","RRG-8559-2008","14-07-2008","","135","Diésel 0,20% pescadores","520.49","157.789","516.568","","","","","","","","","","","","","","57.91","","","574.479","","574.479","","","","","","","","","","","","","","True","","","","","","","",""
"ET-103-2008","RRG-8559-2008","14-07-2008","","135","Diésel 0,5% S","520.49","157.474","515.53676","","","","","","","","","","","","97.5","","57.91","","","573.448","","670.948","","674.694","35.6946","","","","","","707","","","","","True","","","","","","","",""
"ET-103-2008","RRG-8559-2008","14-07-2008","","135","Keroseno","520.49","162.403","531.67327","","","","","","","","","","","","47.5","","57.91","","","589.584","","637.084","","640.83","","","","","","","673","","","","","True","","","","","","","",""
"ET-103-2008","RRG-8559-2008","14-07-2008","","135","Búnker","520.49","87.51","286.48933","","","","","","","","","","","","16.5","","57.91","","","344.398","","360.898","","364.644","","","","","","","","","","","","True","","","","","","","",""
"ET-103-2008","RRG-8559-2008","14-07-2008","","135","IFO 380","520.49","91.637","300.00026","","","","","","","","","","","","","","57.91","","","357.911","","357.911","","","","","","","","","","","","","","True","","","","","","","",""
"ET-103-2008","RRG-8559-2008","14-07-2008","","135","Asfalto","520.49","72.817","238.38754","","","","","","","","","","","","33.25","","57.91","","","296.297","","329.547","","333.293","","","","","","","","","","","","True","","","","","","","",""
"ET-103-2008","RRG-8559-2008","14-07-2008","","135","Diésel pesado","520.49","127.247","416.57992","","","","","","","","","","","","31.75","","57.91","","","474.491","","506.241","","509.987","","","","","","","","","","","","True","","","","","","","",""
"ET-103-2008","RRG-8559-2008","14-07-2008","","135","Emulsión asfáltica","520.49","49.873","163.27371","","","","","","","","","","","","24.5","","57.91","","","221.182","","245.682","","249.428","","","","","","","","","","","","True","","","","","","","",""
"ET-103-2008","RRG-8559-2008","14-07-2008","","135","LPG (70-30)","520.49","79.446","260.08949","","","","","","","","","","","","33.25","","57.91","","","317.998","","351.248","","","","","","","","","","","","","","True","","","","","","","",""
"ET-103-2008","RRG-8559-2008","14-07-2008","","135","Av-Gas","520.49","171.097","560.13559","","","","","","","","","","","","165.75","","57.91","","","618.045","","783.795","","","","12.9688","","","","","797","","","","","True","","","","","","","",""
"ET-103-2008","RRG-8559-2008","14-07-2008","","135","Jet fuel A-1","520.49","162.403","531.67327","","","","","","","","","","","","99","","57.91","","","589.584","","688.584","","","","12.9688","","","","","702","","","","","True","","","","","","","",""
"ET-103-2008","RRG-8559-2008","14-07-2008","","135","Nafta liviana","520.49","133.357","436.58277","","","","","","","","","","","","23.25","","57.91","","","494.492","","517.742","","521.488","","","","","","","","","","","","True","","","","","","","",""
"ET-103-2008","RRG-8559-2008","14-07-2008","","135","Nafta Pesada","520.49","133.777","437.95776","","","","","","","","","","","","23.25","","57.91","","","495.867","","519.117","","522.863","","","","","","","","","","","","True","","","","","","","",""
"ET-063-2008","RRG-8445-2008","09-06-2008","","110","Gasolina súper","504.62","122.741","389.57628","","","","","","","","","","","","173.25","","57.91","","","447.486","","620.736","","624.482","35.6946","","","","","","656","","","","","True","","","","","","","",""
"ET-063-2008","RRG-8445-2008","09-06-2008","","110","Gasolina plus 91","504.62","121.069","384.2694","","","","","","","","","","","","165.75","","57.91","","","442.179","","607.929","","611.675","35.6946","","","","","","644","","","","","True","","","","","","","",""
"ET-063-2008","RRG-8445-2008","09-06-2008","","110","Gasolina plus 91 pescadores","504.62","121.069","384.2694","","","","","","","","","","","","","","57.91","","","442.179","","442.179","","","","","","","","","","","","","","True","","","","","","","",""
"ET-063-2008","RRG-8445-2008","09-06-2008","","110","Diésel 0,05% S","504.62","141.855","450.24354","","","","","","","","","","","","97.5","","57.91","","","508.154","","605.654","","609.4","35.6946","","","","","","641","","","","","True","","","","","","","",""
"ET-063-2008","RRG-8445-2008","09-06-2008","","110","Diésel 0,05% pescadores","504.62","141.855","450.24354","","","","","","","","","","","","","","57.91","","","508.154","","508.154","","","","","","","","","","","","","","True","","","","","","","",""
"ET-063-2008","RRG-8445-2008","09-06-2008","","110","Diésel 0,25% S","504.62","135.843","431.16163","","","","","","","","","","","","97.5","","57.91","","","489.07","","586.57","","590.316","","","","","","","622","","","","","True","","","","","","","",""
"ET-063-2008","RRG-8445-2008","09-06-2008","","110","Diésel 0,25% pescadores","504.62","135.843","431.16163","","","","","","","","","","","","","","57.91","","","489.07","","489.07","","","","","","","","","","","","","","True","","","","","","","",""
"ET-063-2008","RRG-8445-2008","09-06-2008","","110","Diésel 0,5% S","504.62","135.528","430.16183","","","","","","","","","","","","97.5","","57.91","","","488.071","","585.571","","589.317","35.6946","","","","","","621","","","","","True","","","","","","","",""
"ET-063-2008","RRG-8445-2008","09-06-2008","","110","Keroseno","504.62","144.137","457.48654","","","","","","","","","","","","47.5","","57.91","","","515.397","","562.897","","566.643","","","","","","","599","","","","","True","","","","","","","",""
"ET-063-2008","RRG-8445-2008","09-06-2008","","110","Búnker","504.62","77.951","247.41415","","","","","","","","","","","","16.5","","57.91","","","305.325","","321.825","","325.571","","","","","","","","","","","","True","","","","","","","",""
"ET-063-2008","RRG-8445-2008","09-06-2008","","110","IFO 380","504.62","80.348","255.02216","","","","","","","","","","","","","","57.91","","","312.933","","312.933","","","","","","","","","","","","","","True","","","","","","","",""
"ET-063-2008","RRG-8445-2008","09-06-2008","","110","Asfalto","504.62","61.176","194.1708","","","","","","","","","","","","33.25","","57.91","","","252.082","","285.332","","289.078","","","","","","","","","","","","True","","","","","","","",""
"ET-063-2008","RRG-8445-2008","09-06-2008","","110","Diésel pesado","504.62","110.577","350.9681","","","","","","","","","","","","31.75","","57.91","","","408.877","","440.627","","444.373","","","","","","","","","","","","True","","","","","","","",""
"ET-063-2008","RRG-8445-2008","09-06-2008","","110","Emulsión asfáltica","504.62","42.518","134.95086","","","","","","","","","","","","24.5","","57.91","","","192.861","","217.361","","221.107","","","","","","","","","","","","True","","","","","","","",""
"ET-063-2008","RRG-8445-2008","09-06-2008","","110","LPG (70-30)","504.62","73.868","234.45483","","","","","","","","","","","","33.25","","57.91","","","292.365","","325.615","","","","","","","","","","","","","","True","","","","","","","",""
"ET-063-2008","RRG-8445-2008","09-06-2008","","110","Av-Gas","504.62","148.327","470.78548","","","","","","","","","","","","165.75","","57.91","","","528.696","","694.446","","","","12.97","","","","","707","","","","","True","","","","","","","",""
"ET-063-2008","RRG-8445-2008","09-06-2008","","110","Jet fuel A-1","504.62","144.137","457.48654","","","","","","","","","","","","99","","57.91","","","515.397","","614.397","","","","12.97","","","","","627","","","","","True","","","","","","","",""
"ET-063-2008","RRG-8445-2008","09-06-2008","","110","Nafta liviana","504.62","118.541","376.2456","","","","","","","","","","","","23.25","","57.91","","","434.154","","457.404","","461.15","","","","","","","","","","","","True","","","","","","","",""
"ET-063-2008","RRG-8445-2008","09-06-2008","","110","Nafta Pesada","504.62","119.018","377.75959","","","","","","","","","","","","23.25","","57.91","","","435.669","","458.919","","462.665","","","","","","","","","","","","True","","","","","","","",""
"ET-047-2008","RRG-8319-2008","16-05-2008","","94","Gasolina súper","496","113.551","354.25095","","","","","","","","","","","","169.5","","57.91","","","412.162","","581.662","","585.408","35.6946","","","","","","617","","","","","False","","","","","","","",""
"ET-047-2008","RRG-8319-2008","16-05-2008","","94","Gasolina plus 91","496","110.451","344.57972","","","","","","","","","","","","162","","57.91","","","402.491","","564.491","","568.237","35.6946","","","","","","600","","","","","False","","","","","","","",""
"ET-047-2008","RRG-8319-2008","16-05-2008","","94","Gasolina plus 91 pescadores","496","110.451","344.57972","","","","","","","","","","","","","","57.91","","","402.491","","402.491","","","","","","","","","","","","","","False","","","","","","","",""
"ET-047-2008","RRG-8319-2008","16-05-2008","","94","Diésel 0,05% S","496","133.256","415.72566","","","","","","","","","","","","95.25","","57.91","","","473.635","","568.885","","572.631","35.6946","","","","","","605","","","","","False","","","","","","","",""
"ET-047-2008","RRG-8319-2008","16-05-2008","","94","Diésel 0,05% pescadores","496","133.256","415.72566","","","","","","","","","","","","","","57.91","","","473.635","","473.635","","","","","","","","","","","","","","False","","","","","","","",""
"ET-047-2008","RRG-8319-2008","16-05-2008","","94","Diésel 0,25% S","496","126.746","395.41608","","","","","","","","","","","","95.25","","57.91","","","453.327","","548.577","","552.323","","","","","","","584","","","","","False","","","","","","","",""
"ET-047-2008","RRG-8319-2008","16-05-2008","","94","Diésel 0,25% pescadores","496","126.746","395.41608","","","","","","","","","","","","","","57.91","","","453.327","","453.327","","","","","","","","","","","","","","False","","","","","","","",""
"ET-047-2008","RRG-8319-2008","16-05-2008","","94","Diésel 0,5% S","496","126.431","394.43336","","","","","","","","","","","","95.25","","57.91","","","452.344","","547.594","","551.34","35.6946","","","","","","583","","","","","False","","","","","","","",""
"ET-047-2008","RRG-8319-2008","16-05-2008","","94","Keroseno","496","133.669","417.01412","","","","","","","","","","","","46.5","","57.91","","","474.924","","521.424","","525.17","","","","","","","557","","","","","False","","","","","","","",""
"ET-047-2008","RRG-8319-2008","16-05-2008","","94","Búnker","496","71.837","224.11362","","","","","","","","","","","","16.25","","57.91","","","282.023","","298.273","","302.019","","","","","","","","","","","","False","","","","","","","",""
"ET-047-2008","RRG-8319-2008","16-05-2008","","94","IFO 380","496","75.119","234.35265","","","","","","","","","","","","","","57.91","","","292.263","","292.263","","","","","","","","","","","","","","False","","","","","","","",""
"ET-047-2008","RRG-8319-2008","16-05-2008","","94","Asfalto","496","57.978","180.87698","","","","","","","","","","","","32.5","","57.91","","","238.788","","271.288","","275.034","","","","","","","","","","","","False","","","","","","","",""
"ET-047-2008","RRG-8319-2008","16-05-2008","","94","Diésel pesado","496","102.75","320.55451","","","","","","","","","","","","31","","57.91","","","378.466","","409.466","","413.212","","","","","","","","","","","","False","","","","","","","",""
"ET-047-2008","RRG-8319-2008","16-05-2008","","94","Emulsión asfáltica","496","40.246","125.55754","","","","","","","","","","","","24","","57.91","","","183.469","","207.469","","211.215","","","","","","","","","","","","False","","","","","","","",""
"ET-047-2008","RRG-8319-2008","16-05-2008","","94","LPG (70-30)","496","68.207","212.78892","","","","","","","","","","","","32.5","","57.91","","","270.697","","303.197","","","","","","","","","","","","","","False","","","","","","","",""
"ET-047-2008","RRG-8319-2008","16-05-2008","","94","Av-Gas","496","137.173","427.94573","","","","","","","","","","","","162","","57.91","","","485.857","","647.857","","","","12.97","","","","","661","","","","","False","","","","","","","",""
"ET-047-2008","RRG-8319-2008","16-05-2008","","94","Jet fuel A-1","496","133.669","417.01412","","","","","","","","","","","","96.75","","57.91","","","474.924","","571.674","","","","12.97","","","","","585","","","","","False","","","","","","","",""
"ET-047-2008","RRG-8319-2008","16-05-2008","","94","Nafta liviana","496","107.192","334.41245","","","","","","","","","","","","22.75","","57.91","","","392.322","","415.072","","418.818","","","","","","","","","","","","False","","","","","","","",""
"ET-047-2008","RRG-8319-2008","16-05-2008","","94","Nafta Pesada","496","107.522","335.44197","","","","","","","","","","","","22.75","","57.91","","","393.352","","416.102","","419.848","","","","","","","","","","","","False","","","","","","","",""
"ET-061-2008","RRG-8323-2008","16-05-2008","","94","Gasolina súper","496","113.551","354.25095","","","","","","","","","","","","173.25","","57.91","","","412.162","","585.412","","589.158","35.6946","","","","","","621","","","","","True","","","","","","","",""
"ET-061-2008","RRG-8323-2008","16-05-2008","","94","Gasolina plus 91","496","110.451","344.57972","","","","","","","","","","","","165.75","","57.91","","","402.491","","568.241","","571.987","35.6946","","","","","","604","","","","","True","","","","","","","",""
"ET-061-2008","RRG-8323-2008","16-05-2008","","94","Gasolina plus 91 pescadores","496","110.451","344.57972","","","","","","","","","","","","","","57.91","","","402.491","","402.491","","","","","","","","","","","","","","True","","","","","","","",""
"ET-061-2008","RRG-8323-2008","16-05-2008","","94","Diésel 0,05% S","496","133.256","415.72566","","","","","","","","","","","","97.5","","57.91","","","473.635","","571.135","","574.881","35.6946","","","","","","607","","","","","True","","","","","","","",""
